Customer ID,Gender,first Date,recent date,Customer value,buy times,Points earned,Points redeemed
117323452,F,20120727,20120822,558.85,2,230,
119286300,unknown,20120730,20130117,208.9,2,60,
119957434,unknown,20120807,20120807,167,1,95,
120022269,M,20120808,20130105,1267.18,11,690,
5889895,M,20120810,20120810,159,1,673,
115560172,F,20120812,20130323,7373.16,16,910,4457
84504156,F,20120812,20130104,717.86,5,1025,
5078597,M,20120814,20120904,230.29,2,80,
115622903,unknown,20120815,20120815,81.3,1,50,
117523382,unknown,20120818,20121003,524.7,2,73,
120482703,M,20120819,20120831,366.7,2,255,
120468245,M,20120818,20120818,1984,1,0,
120462844,unknown,20120818,20120818,94.2,1,30,
120669812,unknown,20120823,20130321,568.19,5,245,
120509113,F,20120825,20121201,431.62,3,285,
120819056,unknown,20120827,20120915,622.8,2,593,
116997267,M,20120901,20120901,117.2601,1,55,
121128833,M,20120903,20121206,457.49,3,315,
121256439,F,20120905,20130331,736.45,3,610,
121524210,F,20120915,20130318,741.97,6,425,
122650565,unknown,20121003,20130307,2272.28,10,1465,
122793998,M,20121007,20130117,384,2,285,
122889441,M,20121009,20121018,270.5,2,215,
122824957,unknown,20121009,20121229,533.3,3,475,
122941115,M,20121010,20130306,351.7,3,190,
123225026,unknown,20121016,20121016,128.9,1,10,
122827257,M,20121016,20121016,29.9,1,5,
123358537,M,20121018,20130305,5486.2,10,1375,
117179509,unknown,20121025,20130330,439.64,3,175,
123714224,unknown,20121027,20121027,101.5,1,25,
42491052,M,20121028,20121114,208.38,2,125,
85276955,M,20121030,20121030,286,1,133,
114182886,M,20121031,20130106,812.5603,2,640,
120058220,M,20121031,20130302,1439.15,9,540,
124082640,unknown,20121102,20121102,197,1,175,
119056480,unknown,20121102,20130319,5713.9999,7,2485,
124152489,M,20121103,20121130,465.8699,2,112,130
124248470,unknown,20121107,20121107,90,1,60,
124586595,unknown,20121111,20121111,31.5,1,20,
124667121,unknown,20121112,20121112,140.5,1,90,
124775247,unknown,20121112,20130112,1264.0002,5,725,
125518034,M,20121125,20121227,268.88,2,225,
5712519,M,20121126,20130105,1044.85,3,215,
125668879,M,20121128,20130118,476.7,5,95,
123280131,M,20121206,20121206,133,1,115,
126175204,M,20121207,20121207,66,1,50,
126328092,unknown,20121212,20130325,478.8,4,389,
126856231,M,20121214,20121214,102.9,1,40,
122036454,unknown,20121217,20121217,103.56,1,60,
6037878,M,20121221,20130330,197.69,2,149,
116627395,unknown,20121222,20130323,769.22,6,114,
127488808,M,20121222,20121222,102.9,1,15,
662279,M,20121224,20121224,170.7401,1,145,
127539026,M,20121223,20121223,62.5,1,35,
1923026,M,20121228,20130324,1063.49,8,670,28
128209696,M,20121231,20121231,104.68,1,35,
128370832,M,20130104,20130104,3715,1,160,
128401429,F,20130105,20130227,991.8,3,395,40
128404563,F,20130106,20130228,1115.5,4,480,
128507614,M,20130108,20130108,150.5,1,90,
128578251,M,20130110,20130110,1733.4,1,660,
128634331,F,20130110,20130110,263.68,1,250,
121681594,unknown,20130115,20130115,310.6,1,50,
129098354,M,20130123,20130123,92.6,1,40,
129239001,M,20130122,20130122,627.6,1,500,
129436894,M,20130127,20130127,400.3,1,135,
421357,M,20130126,20130126,69,1,0,
129639233,M,20130129,20130129,109.2,1,100,
122212203,M,20130203,20130225,229.55,2,160,
130120987,M,20130214,20130322,566.28,3,310,
130256258,M,20130219,20130219,63.8,1,35,
8080100,F,20130220,20130224,260.7,2,173,
130456167,M,20130223,20130224,468.2,1,280,
130471380,M,20130224,20130224,191.8,1,140,
127684363,M,20130227,20130227,146.86,1,115,
8295253,M,20130227,20130227,83.9,1,70,
49882833,M,20130313,20130315,216,2,130,
131669072,M,20130315,20130315,150,1,90,
131751806,M,20130317,20130317,106.6,1,75,
131745163,M,20130317,20130317,128,1,105,
131861390,M,20130319,20130319,595.6,1,175,
114822510,M,20130325,20130325,107.56,1,100,
132180664,M,20130325,20130325,132,1,120,
63409824,M,20130325,20130325,104.1,1,70,
9649741,F,20120102,20120302,1307.4,4,410,580
813635,M,20120102,20121227,2113.56,11,1538,1185
35891376,M,20120103,20130320,2746.83,23,1180,4800
5635801,M,20120103,20130325,11603.6899,59,1935,7320
85512220,M,20120103,20121205,684.55,2,380,
85580327,M,20120103,20121109,716.5,5,455,
2588205,M,20120104,20120414,653.8,6,590,
538686,M,20120105,20130330,5055.36,23,2464,
7073090,M,20120105,20120716,724.7401,7,610,521
35963958,M,20120106,20130305,3581.1,13,2465,
7505599,M,20120106,20130325,2971.54,23,693,1659
63730942,F,20120106,20130109,1626.9995,14,883,
5606753,M,20120107,20130325,3890.46,20,1880,
1686296,F,20120108,20130328,13754.61,29,5572,2635
5617354,M,20120108,20130313,2511.3,33,159,17613
8053570,M,20120108,20130329,5914.12,32,2360,
14869855,M,20120110,20120309,330.4001,2,550,
74188193,F,20120111,20130128,680.6,4,595,
9515826,M,20120111,20130331,4955.36,33,2788,
72956472,M,20120112,20120112,44.4,1,9,301
6320822,M,20120114,20130323,2850.28,25,419,2795
36404438,F,20120126,20130319,2980.82,13,1694,
452426,M,20120127,20130329,1605.5499,12,1739,
9225145,M,20120127,20121121,4918.7397,13,2610,
6785075,F,20120128,20120128,105.9001,1,100,
14825573,M,20120131,20130311,2148.7399,19,1208,
50357116,M,20120131,20120406,826,3,490,
91085167,M,20120201,20120308,441,5,60,
267725,M,20120205,20130108,663.4,5,683,
91198412,M,20120205,20120205,89.5,1,30,
339091,F,20120207,20130314,1769.3998,11,911,1980
69464896,M,20120209,20120822,306.3,2,5,1500
5098467,M,20120211,20130120,2687.6,16,2365,
6300480,F,20120212,20130329,4767.952769,32,2159,1890
91331828,M,20120212,20120212,93.9499,1,90,
92826732,F,20120213,20130105,491.7,5,327,
95461164,M,20120213,20121016,7766.7,3,127,
10136995,F,20120214,20130325,2808.15,15,2040,
93618767,M,20120213,20130108,913.08,4,540,
5970649,F,20120214,20130128,2214.4601,16,2935,30
8272451,F,20120215,20130310,1359.49,8,620,
31820833,M,20120216,20130318,8587.9498,13,9050,
6734806,M,20120216,20130131,1214.42,7,990,
5687537,M,20120219,20130326,1851.2301,7,2087,220
113477734,F,20120220,20130319,1053.61,6,430,
12651184,M,20120222,20130122,301.79,3,378,238
113845948,F,20120226,20130222,735.9,4,205,
14823255,M,20120225,20130115,3969.0102,6,290,540
63649896,M,20120226,20120330,319.3199,4,100,
86019848,M,20120305,20120305,155.15,1,50,
114258122,F,20120305,20120305,106,1,70,
85358745,M,20120309,20130102,545.59,6,277,
518795,F,20120308,20130222,688.15,6,600,
114625293,M,20120312,20130123,2459.93,11,1783,
114607771,M,20120311,20120616,199.6,2,85,
114863976,F,20120316,20130327,4050.7902,29,1115,30
74201679,M,20120319,20121203,326,3,170,
14732605,M,20120323,20130125,6293.7999,5,1634,1
115049442,unknown,20120324,20130320,233.2,2,40,
115241252,M,20120326,20130102,1563.1,6,485,
115325983,unknown,20120328,20120403,225.8,2,115,
115398681,unknown,20120331,20121114,585.4,3,245,
115653402,F,20120411,20120411,183.4,1,20,
63663425,M,20120427,20120427,1794,10,20,10
2197242,F,20120424,20130320,568.7,4,481,
116025827,unknown,20120423,20130222,1038.42,8,655,
116161947,F,20120426,20130320,1849.7002,18,1045,
115983612,M,20120427,20120427,3,1,0,
2085086,F,20120504,20130321,1739.26,12,329,260
116462175,unknown,20120507,20120914,304.8,2,200,
7971082,F,20120509,20120705,210.54,2,303,
116148093,unknown,20120510,20120725,312.49,2,155,
116649981,F,20120511,20130320,1516.3,8,746,
116791075,unknown,20120517,20130318,3468.51,8,1049,
116822400,F,20120517,20130326,4358.1601,28,2128,640
116862205,M,20120519,20130224,635.8001,7,415,
117090055,M,20120527,20121221,496.04,3,340,
117096255,unknown,20120527,20130320,1586.4999,11,860,
7847880,M,20120610,20120612,105.9,1,40,
85190884,M,20120613,20130323,3669.73,27,2435,
117930842,M,20120628,20121010,114.37,2,70,
118084010,unknown,20120630,20120630,103.6,1,0,
35885889,F,20120705,20130315,390.9,3,230,
118861805,unknown,20120714,20130329,217.79,4,105,
118909609,unknown,20120715,20120715,340.8,1,80,
8037563,M,20120726,20120907,268.3799,2,336,
119606860,M,20120731,20120731,194.8,1,140,
119776839,unknown,20120803,20120803,100.3,1,35,
119666441,M,20120807,20120807,281.8,1,175,
120261680,unknown,20120814,20120814,294,1,0,
425752,M,20120814,20121020,220.6,2,120,
166217,M,20120815,20130110,426.85,3,425,
120322744,unknown,20120815,20130322,1449.35,11,925,
120447382,M,20120818,20120818,157.8,1,10,
117628632,unknown,20120818,20130318,533.4,6,207,
120507969,M,20120820,20120820,269,1,92,
120851295,M,20120827,20120827,134.2,1,0,
121132228,unknown,20120903,20130331,151.8,2,60,
121284418,M,20120906,20120906,1699,1,0,
121439030,unknown,20120909,20120909,134.16,1,100,
114058382,M,20120911,20120911,131.1,1,45,
121489749,unknown,20120910,20120910,99.62,1,65,
121802081,unknown,20120916,20121026,305.5,3,190,
121862819,unknown,20120917,20120917,103.6,1,55,
122033154,M,20120920,20130310,6216.2,6,2050,
122087767,unknown,20120921,20121007,402,3,0,
122297688,unknown,20120925,20120925,138,1,0,
98766,M,20120927,20120927,107.8,1,150,
122537745,M,20120930,20130102,654.0198,6,365,
122903603,unknown,20121009,20121009,158.1,1,35,
122918058,F,20121009,20121129,282,2,225,
50190746,F,20121014,20130202,342.46,3,105,
122822526,F,20121016,20121016,59,1,50,
120665347,unknown,20121021,20130222,315.2,3,65,
123320920,unknown,20121022,20130115,227.7,2,175,
116224411,F,20121023,20130328,640.1999,5,390,
8886931,M,20121026,20121230,665.2001,5,940,
2720364,M,20121028,20121028,124.12,1,55,
123793632,unknown,20121028,20130325,1493,7,1345,
123956697,unknown,20121030,20121030,870,1,0,
123934318,M,20121030,20121126,416.66,2,225,
118323597,unknown,20121106,20130324,2461.39,12,1370,
122859152,unknown,20121106,20130123,284.54,2,45,
118400424,M,20121109,20121109,503.3901,1,105,
7398086,M,20121113,20121113,121.8401,1,25,
124612152,unknown,20121111,20121117,516,2,0,
124815602,F,20121113,20121115,274.76,2,90,704
125283276,unknown,20121122,20121215,275.69,2,75,
55797005,M,20121123,20121123,85.5,1,75,
124523718,M,20121123,20121123,55,1,2,
84809312,M,20121126,20121126,145,1,30,
125666729,M,20121128,20121223,517.5999,4,260,
8938210,M,20121128,20121128,139.7,1,95,
125769807,M,20121129,20130327,251.4,2,125,
126115577,unknown,20121209,20121209,554.1698,1,435,
126345695,M,20121210,20130329,762.52,5,536,
126749462,M,20121212,20130108,1387,2,949,
10147545,M,20121216,20130214,831,3,425,
127111714,M,20121217,20121217,99.4001,1,30,
7880365,M,20121217,20130216,194.75,2,330,
31820016,F,20121219,20130325,585.5,5,645,
127597087,M,20121223,20121223,348,1,679,
119037347,M,20121224,20130216,298.08,3,110,
127686533,M,20121224,20130224,616,4,240,
127792490,unknown,20121226,20130320,1271.48,5,595,
32248863,M,20121226,20121226,147,1,0,
115505148,M,20130103,20130128,1532.96,4,474,
123190212,M,20130106,20130325,556,3,196,
127797345,M,20130111,20130111,76.9,1,15,
128825924,M,20130114,20130114,93,1,0,
128872938,M,20130115,20130115,268.6,1,195,
129119106,unknown,20130120,20130120,488,1,0,
129019681,unknown,20130121,20130329,3123.75,6,1480,
129588726,M,20130129,20130129,100.56,1,60,
126553461,unknown,20130131,20130131,285,1,0,
129858615,M,20130205,20130205,147,1,50,
123735748,M,20130211,20130211,55.6,1,30,
130195837,M,20130218,20130325,347.15,3,179,
130259127,M,20130219,20130219,118,1,110,
130408600,M,20130222,20130222,4799,1,10,
130436159,M,20130223,20130223,100.7,1,65,
129632423,M,20130225,20130225,120.9,1,70,
130564755,M,20130226,20130226,192.7,1,95,
121615369,unknown,20130225,20130225,156.4,1,95,
130528048,M,20130225,20130225,141.15,1,0,
121211937,unknown,20130226,20130226,150,1,100,
193922,M,20130306,20130306,230,1,260,
131366318,M,20130312,20130312,115.8,1,20,
131493718,M,20130312,20130319,301.98,2,210,
131515003,F,20130316,20130316,153.9,1,75,
116809100,unknown,20130319,20130319,104.7,1,80,
42476424,M,20130319,20130319,115,1,10,
131994184,M,20130321,20130321,118,1,0,
122850384,M,20130323,20130323,187.3,2,120,
119431913,unknown,20130329,20130329,114.4,1,65,
132401038,M,20130331,20130331,95.7,1,30,
85621228,F,20120105,20120105,139,1,0,
85522551,M,20120104,20120104,88.3998,1,35,
5702066,F,20120106,20120818,2247.0399,13,918,540
85173855,F,20120104,20120301,169.7,2,115,6510
36443464,F,20120105,20130319,5751.1009,44,1015,4276
66800211,M,20120106,20120106,357.2,1,6,574
73782353,M,20120107,20130328,10898.4003,26,608,5899
50397043,M,20120108,20120318,307.75,3,10,
23655484,F,20120109,20130305,5593.5999,23,228,2320
87998598,M,20120112,20130108,623.8,2,530,
73798840,M,20120114,20120116,303.6,2,280,
87956775,M,20120115,20120115,94.8502,1,65,
69527,M,20120120,20120203,326.78,2,375,
14692962,M,20120116,20130206,1296.8,8,415,1830
79904780,M,20120119,20120814,551.5301,6,92,200
7852579,M,20120120,20120807,1894.92,6,1744,
91051791,F,20120129,20130116,2266.1198,12,1235,
10108304,M,20120131,20130223,4459.27,17,2985,60
8105663,M,20120202,20130202,1269.98,8,1455,150
599392,M,20120202,20121231,1615.1098,9,1002,7310
63648120,M,20120207,20130328,5688.5597,49,1496,1194
555885,M,20120208,20120208,101.3,1,30,
840973,M,20120208,20120929,313.6,3,161,
9259936,M,20120209,20121122,471.5,3,1050,
73858817,M,20120211,20130320,873.76,9,291,1297
92893948,M,20120212,20130219,3192.4602,14,1430,
8108531,M,20120218,20130331,5203.964387,34,1837,3558
54154222,M,20120217,20120323,466.1,4,165,340
74130128,F,20120222,20120925,844.3001,7,674,
66966999,M,20120221,20120324,373.05,4,80,210
6845375,M,20120222,20130326,2966.98,13,314,4836
778450,F,20120223,20121113,1407.1001,9,837,
113812905,M,20120225,20120926,1721,6,677,
14756479,M,20120302,20130313,5466.2599,20,1474,
114137780,M,20120303,20130205,1615.68,15,995,
114401717,M,20120308,20130320,2196.55,7,595,
114350732,M,20120308,20121219,1636,7,250,
114371416,M,20120310,20120721,180.26,2,60,
114661228,M,20120312,20120619,428.2,2,0,
5611055,M,20120315,20121229,830.9602,6,410,6680
114925437,M,20120319,20120319,97.8001,1,10,
115074570,unknown,20120321,20130310,1348.4801,12,635,
115094248,unknown,20120322,20120420,378.7001,4,94,151
10183913,F,20120328,20120328,29.16,1,65,
115344090,unknown,20120329,20120329,127.5,1,30,
63662433,M,20120407,20120517,386.6,4,70,
5651544,M,20120411,20130123,279.9,2,205,
115742281,M,20120414,20120414,85,1,20,
7387433,M,20120415,20130312,10223.7,13,2899,8845
116065738,unknown,20120423,20120423,239,1,0,
431459,F,20120423,20120423,507,1,29,
115705783,M,20120424,20121022,1043.7997,11,700,
8950509,F,20120425,20130120,917.89,5,902,
116158017,unknown,20120426,20130327,2377.27,14,1450,
85109505,M,20120428,20120914,257.52,2,425,
116318221,unknown,20120501,20120501,126.9,1,147,
7479723,F,20120505,20120804,2492.4001,5,337,6995
116453201,M,20120505,20121217,306.4,3,87,
116543830,M,20120510,20120510,102.9,1,10,
116621762,unknown,20120510,20120510,101.7,1,60,
23526369,M,20120511,20120710,328.18,2,460,
63596197,F,20120517,20120725,535.4,2,55,
116851007,unknown,20120518,20130322,6522.8405,29,3130,
116329629,unknown,20120524,20130319,1975.64,18,935,
116923461,M,20120527,20120527,105.6,1,0,
2702342,M,20120528,20130330,1446.63,12,1140,
8909999,F,20120528,20130317,424.3199,4,485,
117358031,unknown,20120606,20120606,218,1,40,
224219,M,20120606,20120606,113.08,1,189,
117542190,unknown,20120613,20130222,466.2,4,440,
63585170,M,20120630,20130326,1525.48,9,760,
10958571,M,20120701,20121217,1568.9801,7,735,
843325,F,20120703,20120703,126.8,1,887,
118238146,M,20120704,20120704,111.8,1,81,
85133666,F,20120705,20130217,5418.88,24,2630,
118514836,F,20120708,20120727,240.87,2,40,
118552656,unknown,20120709,20120709,251,1,50,
118483403,unknown,20120708,20120823,397.6996,2,95,
118537938,M,20120709,20120709,198,1,32,
118696615,F,20120711,20120918,432.9,2,155,
118748156,F,20120712,20121114,630.2,8,467,
118938061,M,20120716,20120716,153.06,1,50,
118963052,unknown,20120716,20121207,882.7002,8,500,
6758675,M,20120718,20130218,906.2801,6,665,
6713143,M,20120717,20120717,101.82,1,100,
63815006,M,20120720,20120720,60.76,1,45,
119253278,unknown,20120722,20120722,281.98,1,25,
50250524,M,20120724,20120724,370.9,1,245,
116158348,unknown,20120725,20120912,333.31,3,194,
119358762,unknown,20120726,20120726,59,1,2,8
119508986,M,20120728,20130331,4114.8502,23,1591,429
118565599,M,20120728,20121104,291.9801,3,95,
119596185,unknown,20120730,20130304,2239.48,11,893,
117986752,M,20120801,20120818,337.6,3,72,
1936963,F,20120801,20120801,111.06,1,55,
118078813,F,20120804,20130322,4264.2647,14,1350,
119874592,M,20120808,20120808,102.4,1,55,
120097151,M,20120811,20120811,85,1,0,
118807799,F,20120822,20130304,1082.79,4,554,25
117598311,M,20120824,20120824,99.98,1,55,
120723929,unknown,20120824,20130309,961.2,4,85,
120010709,unknown,20120827,20121004,285.3,4,148,
120083882,unknown,20120829,20120829,428.3,1,100,
120971265,unknown,20120830,20130324,685.5,6,235,
120016956,unknown,20120831,20120831,67.2,1,45,
42420276,M,20120901,20120901,238,1,120,
121179261,unknown,20120909,20130330,1097.36,10,889,
121623854,unknown,20120913,20120913,54,1,49,
121543518,unknown,20120912,20130327,11246.2,15,4817,
119989322,unknown,20120916,20120916,99.8,1,20,
121451934,M,20120915,20120915,252.6,1,250,
121936425,unknown,20120919,20120919,234.84,1,45,
121982658,M,20120919,20130308,2047.5999,7,709,209
121884109,unknown,20120921,20120921,64.56,1,30,
122093892,unknown,20120921,20130223,767.81,6,305,
122313627,unknown,20120925,20120925,225.6,1,0,
739576,M,20120926,20130112,376.4,4,435,
122324852,M,20120926,20130305,462.4,3,220,
122336965,unknown,20120926,20130319,1581.58,9,815,
119163093,M,20120927,20120927,200,1,0,
1955128,M,20121001,20130113,1371.3302,8,879,
122611716,unknown,20121002,20130129,995.9,4,520,
121172444,F,20121006,20121205,604.8,3,350,
14665851,F,20121009,20121217,1028.67,3,555,
542517,F,20121013,20130323,2250.1998,11,1170,
123212881,unknown,20121015,20121015,198,1,10,
123388648,unknown,20121018,20130227,378.98,3,165,
193243,M,20121030,20130329,1184.107412,9,440,280
124030466,M,20121031,20130120,1879.2,3,590,
115922251,unknown,20121101,20121101,608.2,1,595,
124257827,M,20121105,20130203,320.59,2,460,
123049008,M,20121110,20121110,499.4,1,120,
124790403,unknown,20121120,20121120,44.4,1,35,
125270640,unknown,20121121,20130122,263.67,3,40,
6769241,M,20121123,20121123,24.95,1,25,
125370829,unknown,20121122,20121122,919,1,0,
125399089,F,20121123,20130321,787.3,3,0,
36215122,M,20121124,20130319,1545.1199,6,985,
119543016,F,20121124,20130322,441.53,3,170,
125555343,M,20121126,20121126,69.5,1,35,
14804181,F,20121127,20130105,848,2,873,
9455486,M,20121129,20121129,103.3,1,142,
113741074,M,20121130,20121130,96,1,40,
126774098,M,20121212,20121212,158,1,42,
126699990,unknown,20121214,20121214,259.9,1,125,
63413352,F,20121216,20121216,98,1,207,
23701484,M,20121217,20130326,617.91,4,445,
127415725,F,20121221,20130126,655.94,2,465,
127512209,M,20121222,20121222,216.8998,1,10,
127684504,M,20121224,20130302,1073.7598,3,655,
128098492,M,20121230,20130227,208.78,2,100,
128616214,F,20130110,20130110,0,1,2,
122820784,unknown,20130112,20130112,459.9,1,375,
129203058,M,20130122,20130122,486.98,1,10,
129326258,M,20130124,20130326,1082.48,4,1040,
129322141,M,20130124,20130124,420,1,280,
73905030,M,20130126,20130126,88,1,100,
119903439,M,20130130,20130318,1071.56,6,745,
129633878,M,20130129,20130129,100.6,1,0,
119196088,unknown,20130130,20130130,15,1,25,
129864561,M,20130202,20130305,347.4,2,155,
5851765,F,20130205,20130331,434.2,3,115,
129970079,M,20130205,20130205,124.98,1,127,
130000314,M,20130211,20130227,376.4,4,230,
7871605,M,20130215,20130215,593.7,1,530,
130036171,M,20130216,20130216,95.3,1,45,
130211800,M,20130218,20130218,45,1,45,
128199356,M,20130219,20130327,518.8,4,215,
130313722,M,20130220,20130319,166.7,2,140,
130527015,M,20130225,20130326,436.4,2,215,
73847031,M,20130308,20130310,397.18,2,215,
73960439,M,20130316,20130316,440,1,452,
130445386,M,20130317,20130317,59,1,46,
128257546,M,20130320,20130324,175.8,2,130,
131998922,M,20130321,20130323,625,3,175,
132196115,M,20130325,20130325,97.2,1,20,
8651301,M,20130328,20130328,512,1,300,
85534396,M,20120101,20120101,182.4,2,0,
8920567,M,20120101,20130327,10513.5701,37,3895,
74196741,M,20120102,20120102,237.8,2,130,
7563410,M,20120102,20130311,4263.59,32,455,2940
6150514,M,20120103,20130324,25581.8799,91,15259,16657
73916378,M,20120103,20130107,4763.55,9,1025,
85592347,M,20120104,20120104,139,1,0,
5759226,unknown,20120104,20130203,2046.4101,13,1247,4000
50232461,M,20120104,20130321,5636.6701,22,2327,2021
463135,M,20120104,20120910,5252.2,7,5225,
23704113,M,20120105,20130303,1622.91,8,707,1920
85635859,M,20120107,20120107,86.8001,1,60,
6393689,M,20120108,20120120,397.53,2,170,
84443092,F,20120108,20121116,660.7998,8,469,
36180343,M,20120109,20130331,6370.816941,48,462,3764
86046706,M,20120108,20121216,826,9,483,
339162,M,20120110,20120712,356.9002,2,260,1592
6672024,M,20120109,20130205,2803.24,12,2096,
35926787,M,20120110,20120319,217.7499,3,2,
2268026,F,20120111,20130313,19526.0098,22,2126,62059
86042019,F,20120111,20120505,223,3,120,
45508485,F,20120114,20120114,396.5,1,770,
50300909,M,20120112,20130223,881.51,8,348,191
42456371,M,20120113,20121127,1624.7798,7,1045,
7014037,M,20120115,20120710,850.38,8,344,
10110805,F,20120116,20130331,7352.2,28,1236,3870
12636642,M,20120117,20121227,2034.14,9,1475,345
85215762,M,20120118,20130305,1647.65,10,1252,
72435251,M,20120120,20120302,177.7,3,16,1232
1801113,M,20120118,20130328,5796.7502,46,388,8258
88106021,M,20120126,20130305,1259.05,7,680,
6368014,M,20120127,20130304,3289.7801,15,3830,
7846314,M,20120127,20130303,2111.5201,15,965,
5567476,M,20120131,20130318,953.8001,8,251,400
91140968,M,20120201,20120201,152.5,1,30,
73839342,M,20120202,20120305,648,5,579,
91203006,M,20120205,20120309,320.75,4,0,
6654795,M,20120206,20130110,895.6701,8,580,
6843584,F,20120206,20130327,2491.03,12,1395,
14754057,M,20120206,20130313,3601.0199,26,3178,863
9350260,M,20120206,20130305,5613.4698,23,365,7550
92747712,M,20120208,20120221,603.8,3,410,
32813203,F,20120211,20120810,323.68,4,120,1765
5642048,F,20120210,20130216,2628.18,13,2665,
55746804,F,20120212,20130327,6805.3299,53,260,3885
113142249,M,20120214,20130311,1226.55,10,830,
113296767,M,20120216,20130221,2888.4,12,2700,
72154816,M,20120216,20120316,384.48,4,40,3200
640814,F,20120216,20130211,1523.32,10,975,
113344974,M,20120217,20120306,1058.8,10,710,
44905958,F,20120217,20120312,836.72,4,994,
5788955,M,20120218,20130116,1014.9,5,692,
14694286,M,20120220,20130315,4103.6,19,1641,1992
6357847,F,20120221,20121019,473.8798,3,222,
63598199,F,20120223,20130122,1141.09,9,977,360
113869256,M,20120226,20120226,147.8,1,380,
183452,F,20120225,20120225,101.9,1,88,
114069710,M,20120301,20120301,82.65,1,10,
