PRODUCT_ID,PRODUCT_CODE,merchant id,merchant_name_eng,Category_level2_name_eng,cost price,Category_code
4277870,42778701,1,Delhi,Nutrition and health,0,13
4279962,42799622,1,Delhi,Beauty,6.993333,12
4279965,42799655,1,Delhi,Beauty,17.31,12
4281693,42816933,1,Delhi,Beauty,11.949583,12
4281694,42816944,1,Delhi,Beauty,10.721667,12
4281695,42816955,1,Delhi,Beauty,10.721667,12
4281710,42817107,1,Delhi,Household electrical appliances,9.2,9
4281717,42817174,1,Delhi,Household electrical appliances,13.6,9
4284422,42844224,1,Delhi,Home,5.9,2
4284423,42844235,1,Delhi,Home,5.9,2
4284424,42844246,1,Delhi,Home,5.9,2
4284513,42845136,1,Delhi,Imported food,9.2,14
4284513,42845136,3,Gaziabad,Imported food,9.2,14
4284514,42845147,2,Bangalore,Imported food,9.2,14
4284514,42845147,1,Delhi,Imported food,9.2,14
4285050,42850500,1,Delhi,Imported food,50,14
4285057,42850577,1,Delhi,Imported food,50,14
4285059,42850599,1,Delhi,Imported food,248,14
4285270,42852700,1,Delhi,Mother and children,241.439,7
4285271,42852711,1,Delhi,Mother and children,196.3942,7
4286309,42863092,1,Delhi,Imported food,15.5,14
4286318,42863183,1,Delhi,Imported food,16.9,14
4286342,42863423,1,Delhi,Imported food,31.9,14
4286348,42863489,1,Delhi,Imported food,38,14
4286349,42863490,1,Delhi,Imported food,38,14
4286397,42863978,1,Delhi,Food,4.42,15
4286398,42863989,1,Delhi,Food,17.63,15
4287041,42870417,3,Gaziabad,Kitchen cleaning,0,1
4287041,42870417,1,Delhi,Kitchen cleaning,0,1
4287254,42872548,1,Delhi,Imported food,10.5,14
4287255,42872559,1,Delhi,Imported food,3.99,14
4287256,42872560,2,Bangalore,Imported food,8.9,14
4287256,42872560,1,Delhi,Imported food,8.9,14
4287257,42872571,1,Delhi,Imported food,9.5,14
4287352,42873529,1,Delhi,Beauty,39.55,12
4287355,42873552,1,Delhi,Beauty,33.00336,12
4287363,42873632,1,Delhi,Beauty,33.00336,12
4287367,42873676,1,Delhi,Beauty,38.38,12
4287369,42873698,1,Delhi,Beauty,35.217,12
4287370,42873701,1,Delhi,Beauty,35.22,12
4287372,42873723,1,Delhi,Beauty,35.22,12
4288063,42880637,1,Delhi,Beauty,13.264444,12
4288069,42880693,1,Delhi,Beauty,8.419583,12
4288071,42880717,1,Delhi,Drinks,0,16
4288075,42880751,1,Delhi,Drinks,11.25,16
4288076,42880762,1,Delhi,Drinks,11.25,16
4289733,42897336,1,Delhi,Mobile phones,4249,4
4289735,42897358,1,Delhi,Mobile phones,3994,4
4289737,42897370,1,Delhi,Mobile phones,1580,4
4289738,42897381,1,Delhi,Mobile phones,1750,4
4292049,42920490,1,Delhi,Food,53,15
4292052,42920525,1,Delhi,Food,16.8,15
4295731,42957313,1,Delhi,Kitchen cleaning,2.8,1
4295732,42957324,1,Delhi,Kitchen cleaning,4,1
4295940,42959400,1,Delhi,Home,89,2
4295941,42959411,1,Delhi,Home,95,2
4295942,42959422,1,Delhi,Home,110,2
4295943,42959433,1,Delhi,Home,96,2
4295945,42959455,1,Delhi,Home,260,2
4295947,42959477,1,Delhi,Home,160,2
4295957,42959579,1,Delhi,Home,100,2
4295959,42959591,1,Delhi,Home,100,2
4295961,42959615,1,Delhi,Home,100,2
4295964,42959648,1,Delhi,Home,185,2
4295972,42959728,1,Delhi,Home,47,2
4295975,42959751,1,Delhi,Home,47,2
4295977,42959773,1,Delhi,Home,96,2
4296198,42961988,1,Delhi,No.1 Gift Center,3.5,17
4296201,42962016,1,Delhi,No.1 Gift Center,3.6,17
4296217,42962174,1,Delhi,No.1 Gift Center,4.5,17
4296218,42962185,1,Delhi,No.1 Gift Center,4.5,17
4296225,42962254,1,Delhi,No.1 Gift Center,4.5,17
4296233,42962334,1,Delhi,No.1 Gift Center,4.5,17
4297215,42972156,1,Delhi,Food,48,15
4297265,42972656,1,Delhi,Home,103,2
4297266,42972667,1,Delhi,Home,80,2
4297267,42972678,3,Gaziabad,Home,134,2
4297267,42972678,1,Delhi,Home,134,2
4297332,42973320,1,Delhi,Beauty,22.5,12
4297334,42973342,1,Delhi,Beauty,27,12
4297339,42973397,1,Delhi,Beauty,10.8,12
4300381,43003812,1,Delhi,Drinks,26.5,16
4300382,43003823,1,Delhi,Drinks,8,16
4300853,43008533,1,Delhi,Mother and children,0,7
4300854,43008544,1,Delhi,Mother and children,0,7
4301316,43013167,1,Delhi,Mother and children,10.2,7
4301337,43013372,1,Delhi,Mother and children,15,7
4301339,43013394,1,Delhi,Mother and children,24.6,7
4301347,43013474,1,Delhi,Mother and children,8.08,7
4301378,43013781,1,Delhi,Home,7,2
4301381,43013816,1,Delhi,Home,18,2
4301382,43013827,1,Delhi,Home,7.3,2
4301392,43013929,1,Delhi,Home,8,2
4301393,43013930,1,Delhi,Home,8,2
4301394,43013941,1,Delhi,Home,8,2
4301401,43014013,1,Delhi,Home,18.5,2
4301402,43014024,1,Delhi,Home,18.5,2
4301403,43014035,1,Delhi,Home,18.5,2
4301407,43014079,1,Delhi,Home,8.5,2
4301408,43014080,3,Gaziabad,Home,8.5,2
4301408,43014080,1,Delhi,Home,8.5,2
4301409,43014091,1,Delhi,Home,8.5,2
4301410,43014104,1,Delhi,Home,8.5,2
4301500,43015005,1,Delhi,Drinks,0,16
4301501,43015016,1,Delhi,Drinks,0,16
4301502,43015027,1,Delhi,Drinks,0,16
4302306,43023069,1,Delhi,Beauty,7.463333,12
4302307,43023070,1,Delhi,Beauty,14.24,12
4302369,43023694,1,Delhi,Car related products,320,8
4302812,43028122,1,Delhi,Home,7,2
4302827,43028279,1,Delhi,Home,8,2
4303057,43030575,1,Delhi,Food,11.95,15
4303063,43030633,1,Delhi,Home,19,2
4303193,43031932,1,Delhi,Home,55,2
4303258,43032582,1,Delhi,Household electrical appliances,89,9
4303260,43032606,1,Delhi,Household electrical appliances,249,9
4303323,43033234,1,Delhi,Household electrical appliances,115,9
4303718,43037189,1,Delhi,Home,4,2
4303719,43037190,1,Delhi,Home,4,2
4303720,43037203,1,Delhi,Home,4,2
4303845,43038455,1,Delhi,Mother and children,73,7
4303910,43039107,1,Delhi,Mother and children,53,7
4304482,43044822,1,Delhi,Beauty,15.349722,12
4304483,43044833,1,Delhi,Beauty,30.083333,12
4304484,43044844,1,Delhi,Beauty,33.166667,12
4304485,43044855,1,Delhi,Beauty,57.85,12
4306587,43065878,1,Delhi,Home,2.8,2
4312405,43124056,1,Delhi,Imported food,0,14
4312407,43124078,1,Delhi,Imported food,9.5,14
4312409,43124090,1,Delhi,Imported food,0,14
4312411,43124114,1,Delhi,Imported food,2,14
4312412,43124125,1,Delhi,Imported food,2,14
4312414,43124147,1,Delhi,Imported food,2,14
4312415,43124158,1,Delhi,Imported food,2,14
4313381,43133819,1,Delhi,Mother and children,29.25,7
4313387,43133875,1,Delhi,Mother and children,7.8,7
4313388,43133886,1,Delhi,Mother and children,16.25,7
4313391,43133911,8,Hyderabad,Mother and children,14.3,7
4313391,43133911,1,Delhi,Mother and children,14.3,7
4313392,43133922,1,Delhi,Mother and children,5.85,7
4313394,43133944,1,Delhi,Mother and children,20.8,7
4313395,43133955,1,Delhi,Mother and children,18.85,7
4313661,43136614,1,Delhi,Mother and children,5.85,7
4313662,43136625,1,Delhi,Mother and children,49.4,7
4313663,43136636,1,Delhi,Mother and children,76.7,7
4313707,43137071,1,Delhi,Mother and children,50.7,7
4316964,43169648,1,Delhi,Home,7.92,2
4320073,43200733,1,Delhi,Home,6.84,2
4320076,43200766,1,Delhi,Home,7.65,2
4320077,43200777,1,Delhi,Home,7.65,2
4320078,43200788,1,Delhi,Home,6.91,2
4320270,43202706,1,Delhi,Mobile phones,2020,4
4320271,43202717,1,Delhi,Mobile phones,655,4
4322578,43225781,1,Delhi,Home,15.84,2
4323164,43231647,1,Delhi,Mobile phones,980,4
4323165,43231658,1,Delhi,Mobile phones,220,4
4324529,43245290,2,Bangalore,Kitchen cleaning,5.7,1
4324529,43245290,1,Delhi,Kitchen cleaning,5.7,1
4324742,43247423,3,Gaziabad,Beauty,9.38,12
4324743,43247434,1,Delhi,Beauty,7.35,12
4327856,43278564,1,Delhi,Food,9,15
4327902,43279023,1,Delhi,Food,3.45,15
4327973,43279738,1,Delhi,Drinks,13.11,16
4327974,43279749,1,Delhi,Drinks,25.19,16
4328123,43281238,1,Delhi,Mobile phones,201.6,4
4328133,43281330,1,Delhi,Imported food,15.9,14
4328134,43281341,1,Delhi,Imported food,23,14
4328135,43281352,1,Delhi,Imported food,15.9,14
4328138,43281385,1,Delhi,Imported food,14.9,14
4328139,43281396,1,Delhi,Imported food,14.8,14
4328140,43281409,1,Delhi,Imported food,10.6,14
4328141,43281410,1,Delhi,Imported food,19.9,14
4328142,43281421,1,Delhi,Imported food,14.8,14
4328143,43281432,1,Delhi,Imported food,14.5,14
4328213,43282139,1,Delhi,Imported food,21,14
4328236,43282366,1,Delhi,Imported food,5.5,14
4328916,43289163,1,Delhi,Food,3.7189,15
4332670,43326701,1,Delhi,Food,0,15
4332672,43326723,1,Delhi,Digital,2380,5
4332675,43326756,1,Delhi,Digital,135,5
4332895,43328956,1,Delhi,Mobile phones,850,4
4333178,43331788,1,Delhi,Mobile phones,440,4
4333706,43337060,1,Delhi,"Computers, software, office supplies",2850,10
4334969,43349695,1,Delhi,Drinks,0,16
4335485,43354854,1,Delhi,Food,7.7,15
4335485,43354854,2,Bangalore,Food,7.7,15
4335486,43354865,1,Delhi,Food,4.1,15
4335486,43354865,2,Bangalore,Food,4.1,15
4335487,43354876,1,Delhi,Food,7.7,15
4335487,43354876,2,Bangalore,Food,7.7,15
4335488,43354887,1,Delhi,Food,4.1,15
4335488,43354887,2,Bangalore,Food,4.1,15
4335489,43354898,1,Delhi,Food,7.7,15
4335490,43354901,1,Delhi,Food,4.1,15
4335491,43354912,1,Delhi,Food,7.7,15
4335492,43354923,1,Delhi,Food,4.1,15
4335493,43354934,1,Delhi,Food,7.7,15
4335494,43354945,1,Delhi,Food,4.1,15
4335494,43354945,2,Bangalore,Food,4.1,15
4335495,43354956,1,Delhi,Food,11.13,15
4335496,43354967,1,Delhi,Food,11.13,15
4335631,43356316,1,Delhi,Drinks,83,16
4335632,43356327,1,Delhi,Drinks,0,16
4335633,43356338,1,Delhi,Drinks,74.7,16
4335634,43356349,1,Delhi,Drinks,0,16
4338083,43380832,1,Delhi,Mother and children,48.3,7
4344339,43443396,1,Delhi,"Computers, software, office supplies",0,10
4345529,43455294,1,Delhi,Household electrical appliances,15,9
4348403,43484033,3,Gaziabad,Beauty,340.52655,12
4348403,43484033,1,Delhi,Beauty,340.52655,12
4348404,43484044,1,Delhi,Beauty,170.2658,12
4348411,43484113,1,Delhi,Beauty,261.525192,12
4348412,43484124,1,Delhi,Beauty,246.996342,12
4348413,43484135,1,Delhi,Beauty,254.260767,12
4349184,43491845,1,Delhi,Drinks,3.2,16
4349522,43495223,1,Delhi,Beauty,188.879258,12
4349523,43495234,1,Delhi,Beauty,63.92795,12
4350335,43503351,1,Delhi,Nutrition and health,18.48,13
4350336,43503362,1,Delhi,Nutrition and health,18.48,13
4350337,43503373,1,Delhi,Nutrition and health,18.48,13
4350351,43503511,1,Delhi,Kitchen cleaning,5.75,1
4350431,43504310,1,Delhi,Nutrition and health,54.4,13
4350566,43505664,1,Delhi,Food,33,15
4350705,43507057,1,Delhi,Beauty,0,12
4351189,43511893,1,Delhi,Drinks,36.96,16
4351190,43511906,1,Delhi,Drinks,39,16
4351191,43511917,1,Delhi,Drinks,2.2,16
4352146,43521466,1,Delhi,Imported food,62.1,14
4352147,43521477,3,Gaziabad,Imported food,62.1,14
4352157,43521579,1,Delhi,Imported food,23.85,14
4352160,43521604,1,Delhi,Imported food,23.85,14
4352162,43521626,1,Delhi,Imported food,23.85,14
4352167,43521671,1,Delhi,Imported food,23.85,14
4352170,43521706,1,Delhi,Imported food,23.85,14
4352173,43521739,1,Delhi,Imported food,23.85,14
4352175,43521751,1,Delhi,Imported food,22.35,14
4352179,43521795,1,Delhi,Imported food,19.35,14
4352180,43521808,1,Delhi,Imported food,22.35,14
4352182,43521820,1,Delhi,Imported food,22.35,14
4352183,43521831,1,Delhi,Imported food,22.35,14
4352185,43521853,1,Delhi,Imported food,41.85,14
4352188,43521886,2,Bangalore,Imported food,51.6,14
4352189,43521897,1,Delhi,Imported food,51.6,14
4352192,43521922,1,Delhi,Imported food,73.5,14
4352196,43521966,1,Delhi,Imported food,73.5,14
4352197,43521977,1,Delhi,Imported food,69,14
4352850,43528503,1,Delhi,Food,12.325,15
4352851,43528514,1,Delhi,Food,12.325,15
4352852,43528525,1,Delhi,Food,12.325,15
4354077,43540778,1,Delhi,Nutrition and health,201.08,13
4354662,43546629,1,Delhi,Imported food,7.45,14
4354664,43546641,1,Delhi,Imported food,21.8,14
4354665,43546652,1,Delhi,Imported food,29.2,14
4354672,43546721,1,Delhi,Imported food,29.2,14
4354673,43546732,1,Delhi,Imported food,0,14
4354679,43546798,1,Delhi,Imported food,36,14
4354682,43546823,1,Delhi,Imported food,24,14
4354687,43546878,1,Delhi,Imported food,21.8,14
4354687,43546878,2,Bangalore,Imported food,21.8,14
4354690,43546903,1,Delhi,Imported food,21.8,14
4354956,43549560,1,Delhi,Food,28.35,15
4363125,43631250,1,Delhi,Mother and children,0,7
4363282,43632822,1,Delhi,Mobile phones,880,4
4363283,43632833,1,Delhi,Mobile phones,1020,4
4363370,43633701,1,Delhi,Imported food,14.08,14
4363371,43633712,1,Delhi,Imported food,15.4,14
4363372,43633723,1,Delhi,Imported food,14.72,14
4363374,43633745,1,Delhi,Imported food,8,14
4363375,43633756,1,Delhi,Imported food,14.5,14
4363377,43633778,1,Delhi,Imported food,12,14
4363381,43633814,1,Delhi,Imported food,9.8,14
4363382,43633825,1,Delhi,Imported food,7.36,14
4363383,43633836,1,Delhi,Imported food,8,14
4363384,43633847,1,Delhi,Imported food,11,14
4363385,43633858,1,Delhi,Imported food,11.2,14
4363386,43633869,1,Delhi,Imported food,10.74,14
4363387,43633870,1,Delhi,Imported food,19.5,14
4363388,43633881,1,Delhi,Imported food,19,14
4363390,43633905,1,Delhi,Imported food,14.4,14
4363391,43633916,1,Delhi,Imported food,12.67,14
4363392,43633927,1,Delhi,Imported food,14.4,14
4363393,43633938,1,Delhi,Imported food,12.67,14
4363395,43633950,1,Delhi,Imported food,4.97,14
4363399,43633994,1,Delhi,Imported food,13.2,14
4363400,43634000,1,Delhi,Imported food,13.8,14
4363400,43634000,2,Bangalore,Imported food,13.8,14
4363401,43634011,1,Delhi,Imported food,13.2,14
4364931,43649316,1,Delhi,Nutrition and health,0,13
4365370,43653709,1,Delhi,Beauty,0,12
4366611,43666111,3,Gaziabad,Kitchen cleaning,25.3,1
4366611,43666111,2,Bangalore,Kitchen cleaning,25.3,1
4366611,43666111,1,Delhi,Kitchen cleaning,25.3,1
